pryid,indsct,orgtyp,apptyp,dvltyp,dvlplt,lngtyp,prglng1,fncsze,nwell1,smmwrkeff,maxteasze,dbms1,dvlmtd,loc,indsct2,conteo2ind,orgtyp2,conteo2org,apptyp2,conteo2app,dvlplt2,conteo2dvlplt,lngtyp2,conteo2lngtyp,prglng2,conteo2prglng,dbms12,conteo2dbms1,dvlmtd2,conteo2dvlmtd
17743,Banking,Banking,"Management Information System",Enhancement,MF,3GL,COBOL,73,1404,1404,-1,IMS,"Multifunctional Teams",-1,Banking,19,Banking,19,"Management Information System",9,MF,78,3GL,330,COBOL,34,IMS,13,"Multifunctional Teams",3
17758,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,C++,144,426,426,4,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,C++,11,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
17872,Mining,"Oil & Petroleum","Complex process control",Enhancement,MF,3GL,COBOL,467,1950,1950,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Mining,2,"Oil & Petroleum",2,"Complex process control",2,MF,78,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
17903,Manufacturing,Chemicals,"Information systems",Enhancement,MF,3GL,Java,1557,6525,6525,-1,"Oracle 8.1.6","Waterfall (incl Linear Processing & SSADM)",-1,Manufacturing,12,Chemicals,2,"Information systems",1,MF,78,3GL,330,Java,177,"Oracle 8.1.6",3,"Waterfall (incl Linear Processing & SSADM)",380
17990,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,85,29478,29478,138,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
17995,Communication,Telecommunications,"Other: Integration",Enhancement,Multi,3GL,Java,100,1502,1379,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Other: Integration",2,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18012,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Mixed,93,302,277,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Mixed,5,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18015,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,LISP,66,406,406,4,DB2,"Waterfall (incl Linear Processing & SSADM)",5000,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,LISP,1,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18044,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,425,1625,1285,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18088,Insurance,Insurance,"Workplace Savings",Enhancement,Multi,3GL,Java,337,8332,8332,20,DB2,"Multifunctional TeamsWaterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Workplace Savings",1,Multi,281,3GL,330,Java,177,DB2,287,"Multifunctional TeamsWaterfall (incl Linear Processing & SSADM)",3
18119,Government,Government,IdM,Enhancement,Multi,3GL,C#,109,2715,2715,5,DB2,"Agile Development",-1,Government,27,Government,19,IdM,1,Multi,281,3GL,330,C#,10,DB2,287,"Agile Development",2
18310,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,58,83,68,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18346,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,25,1008,857,15,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18361,Government,Government,"Management of Licences and Permits",Enhancement,Multi,3GL,Java,8,1096,855,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,Government,19,"Management of Licences and Permits",8,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18387,Financial,"Financial, Property & Business Services","Transaction/Production System","New Development",PC,3GL,TIBCO,106,17050,17050,-1,DB2,"Joint Application Development (JAD)",-1,Financial,18,"Financial, Property & Business Services",17,"Transaction/Production System",24,PC,23,3GL,330,TIBCO,6,DB2,287,"Joint Application Development (JAD)",2
18410,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,COBOL,103,4496,4496,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18417,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,Java,142,1770,1451,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18427,Financial,"Financial, Property & Business Services","Transaction/Production System","New Development",MF,3GL,Java,288,3840,3840,-1,DB2,"Rapid Application Development (RAD)",-1,Financial,18,"Financial, Property & Business Services",17,"Transaction/Production System",24,MF,78,3GL,330,Java,177,DB2,287,"Rapid Application Development (RAD)",5
18428,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,3GL,Java,151,2737,2244,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Online. eSales",12,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18438,Banking,Banking,"Financial transaction process/accounting","New Development",MF,3GL,PL/I,207,6069,5644,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Banking,19,Banking,19,"Financial transaction process/accounting",187,MF,78,3GL,330,PL/I,16,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18442,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,MF,3GL,"Unix Shell",122,1596,1596,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Financial,18,"Financial, Property & Business Services",17,"Financial transaction process/accounting",187,MF,78,3GL,330,"Unix Shell",3,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
18459,Financial,"Financial, Property & Business Services","Transaction/Production System",Enhancement,MF,3GL,Java,58,1040,1040,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Financial,18,"Financial, Property & Business Services",17,"Transaction/Production System",24,MF,78,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18498,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,Java,64,1211,1112,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18638,Communication,Telecommunications,"MS Business Platform",Enhancement,Multi,3GL,COBOL,477,2726,2726,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"MS Business Platform",1,Multi,281,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18663,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,92,315,315,2,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18697,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,4GL,"Amdocs framework",106,519,428,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,4GL,61,"Amdocs framework",8,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18735,Communication,Telecommunications,"Customer billing",Enhancement,Multi,3GL,PL/SQL,67,1133,1040,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer billing",4,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18746,Government,"GovernmentMunicipal Services","Catalogue/register of things or eventsWorkflow support & managementElectronic Data Interchange",Enhancement,Multi,3GL,C#,337,11680,11680,9,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,"GovernmentMunicipal Services",1,"Catalogue/register of things or eventsWorkflow support & managementElectronic Data Interchange",1,Multi,281,3GL,330,C#,10,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18808,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,"Visual Basic",91,1574,1291,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,"Visual Basic",19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18890,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,87,112,92,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18917,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,4GL,ASP.Net,59,77,71,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,4GL,61,ASP.Net,3,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
18945,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,MF,3GL,"Shell, C",88,1196,1196,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Financial,18,"Financial, Property & Business Services",17,"Financial transaction process/accounting",187,MF,78,3GL,330,"Shell, C",2,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
18961,Communication,Telecommunications,"Stock control & order processing",Enhancement,Multi,3GL,Java,56,849,696,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Stock control & order processing",8,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19040,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,14,1898,1689,32,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19079,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,63,3141,2953,62,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19114,Government,"GovernmentProfessional Services","Tax system",Enhancement,Multi,3GL,C#,392,15729,15729,12,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,"GovernmentProfessional Services",1,"Tax system",1,Multi,281,3GL,330,C#,10,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19122,Communication,Telecommunications,Integration,Enhancement,Multi,3GL,TIBCO,52,820,672,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,Integration,5,Multi,281,3GL,330,TIBCO,6,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19136,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,12,1456,1456,46,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19148,Communication,Telecommunications,"Financial transaction process/accounting","New Development",Multi,3GL,C,300,889,889,6,DB2,"Waterfall (incl Linear Processing & SSADM)",2000,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,C,13,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19154,Insurance,Insurance,"Financial transaction process/accounting","New Development",MF,3GL,COBOL,6,1008,937,-1,DB2/400,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,MF,78,3GL,330,COBOL,34,DB2/400,4,"Waterfall (incl Linear Processing & SSADM)",380
19189,Communication,Telecommunications,"Logistic or supply planning & control",Enhancement,Multi,3GL,Java,73,1765,1447,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Logistic or supply planning & control",2,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19297,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,195,1211,993,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19303,"Wholesale & Retail",Ordering,"Stock control & order processing",Enhancement,MF,3GL,C,86,1102,1102,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Wholesale & Retail",5,Ordering,2,"Stock control & order processing",8,MF,78,3GL,330,C,13,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19403,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,12,1320,1320,36,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19410,Banking,Banking,"Financial transaction process/accounting",Enhancement,MF,3GL,PL/I,255,6069,5644,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Banking,19,Banking,19,"Financial transaction process/accounting",187,MF,78,3GL,330,PL/I,16,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19456,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,"Visual Basic",638,21564,10135,-1,No,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,"Visual Basic",19,No,5,"Waterfall (incl Linear Processing & SSADM)",380
19461,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,35,7330,7330,49,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19490,Communication,Communications,"Management Information System",Enhancement,Multi,3GL,C++,121,1293,1293,4,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"Management Information System",9,Multi,281,3GL,330,C++,11,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19491,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,C,263,1311,970,3,DB2,"Waterfall (incl Linear Processing & SSADM)",6400,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,C,13,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19594,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,4GL,Oracle,62,578,474,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,4GL,61,Oracle,12,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19659,Communication,Telecommunications,"Financial application area",Enhancement,Multi,3GL,Java,61,354,354,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial application area",12,Multi,281,3GL,330,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
19660,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,MF,3GL,"Unix Shell",97,1211,1211,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Financial,18,"Financial, Property & Business Services",17,"Financial transaction process/accounting",187,MF,78,3GL,330,"Unix Shell",3,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
19671,Communication,Telecommunications,"Transaction/Production System",Enhancement,MF,3GL,COBOL,98,3271,2944,6,DB2VSAM,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Transaction/Production System",24,MF,78,3GL,330,COBOL,34,DB2VSAM,1,"Waterfall (incl Linear Processing & SSADM)",380
19680,Communication,Local,"Ordering & provisioning system",Enhancement,MF,3GL,C,119,1907,1907,-1,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Local,2,"Ordering & provisioning system",1,MF,78,3GL,330,C,13,Oracle,21,"Waterfall (incl Linear Processing & SSADM)",380
19730,Government,Government,"Financial transaction process/accounting","New Development",PC,4GL,ASP,795,2187,2187,6,"SQL Server","Waterfall (incl Linear Processing & SSADM)",-1,Government,27,Government,19,"Financial transaction process/accounting",187,PC,23,4GL,61,ASP,1,"SQL Server",4,"Waterfall (incl Linear Processing & SSADM)",380
19757,Government,Government,"Catalogue/register of things or eventsDocument managementOnline analysis and reporting","New Development",Multi,3GL,Java,127,1536,1536,5,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,Government,19,"Catalogue/register of things or eventsDocument managementOnline analysis and reporting",1,Multi,281,3GL,330,Java,177,Oracle,21,"Waterfall (incl Linear Processing & SSADM)",380
19799,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,Java,70,1107,908,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19815,Utilities,"Electricity, Gas, Water","Corporate Taxation",Re-development,MF,3GL,PL/I,125,330,330,2,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Utilities,3,"Electricity, Gas, Water",2,"Corporate Taxation",1,MF,78,3GL,330,PL/I,16,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19881,"Wholesale & Retail",Ordering,"Stock control & order processing",Enhancement,Multi,3GL,COBOL,64,620,620,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Wholesale & Retail",5,Ordering,2,"Stock control & order processing",8,Multi,281,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19885,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,36,6452,6452,87,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
19905,Banking,Banking,"Sales contact management","New Development",PC,3GL,C,29,395,395,-1,Yes,"Waterfall (incl Linear Processing & SSADM)",-1,Banking,19,Banking,19,"Sales contact management",3,PC,23,3GL,330,C,13,Yes,2,"Waterfall (incl Linear Processing & SSADM)",380
20082,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,4GL,.Net,245,1113,880,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,4GL,61,.Net,4,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20093,Manufacturing,Manufacturing,"Financial transaction process/accounting",Enhancement,MF,3GL,PL/I,1062,15972,15972,24,"IMSDB2LOTUS NOTES","Waterfall (incl Linear Processing & SSADM)",412409,Manufacturing,12,Manufacturing,8,"Financial transaction process/accounting",187,MF,78,3GL,330,PL/I,16,"IMSDB2LOTUS NOTES",1,"Waterfall (incl Linear Processing & SSADM)",380
20106,Government,"Public AdministrationCommunity ServicesInsurance","Transaction/Production System",Enhancement,MF,3GL,COBOL,32,300,300,2,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,"Public AdministrationCommunity ServicesInsurance",3,"Transaction/Production System",24,MF,78,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20115,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,Java,54,654,536,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20123,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,84,213,175,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20177,Communication,Communications,"Transaction/Production System",Enhancement,MR,3GL,LEX,80,1251,1038,7,OBJECTSTOR,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"Transaction/Production System",24,MR,18,3GL,330,LEX,1,OBJECTSTOR,1,"Waterfall (incl Linear Processing & SSADM)",380
20236,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,83,238,195,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20352,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,34,706,706,29,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20398,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,4GL,Oracle,51,536,536,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,4GL,61,Oracle,12,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20419,Communication,Telecommunications,"Billing and ERP",Enhancement,Multi,3GL,Java,167,1122,920,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Billing and ERP",1,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20477,Manufacturing,Manufacturing,"Document management","New Development",Multi,3GL,"Visual Basic",177,1570,1570,-1,"Oracle 8.1.6","Waterfall (incl Linear Processing & SSADM)",-1,Manufacturing,12,Manufacturing,8,"Document management",2,Multi,281,3GL,330,"Visual Basic",19,"Oracle 8.1.6",3,"Waterfall (incl Linear Processing & SSADM)",380
20538,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,4,624,568,15,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20614,Communication,Telecommunications,"Financial transaction process/accounting","New Development",Multi,3GL,Java,650,3672,3048,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20758,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,3GL,Java,113,1024,840,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Online. eSales",12,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20776,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,3GL,Java,51,988,810,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Online. eSales",12,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20837,Communication,Telecommunications,"Financial transaction process/accounting","New Development",Multi,3GL,C,79,1108,1030,2,DB2,"Waterfall (incl Linear Processing & SSADM)",3200,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,C,13,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20887,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,34,1407,1196,18,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
20892,Government,Government,"Management of Licences and Permits",Enhancement,MF,ApG,COOL:Gen,221,3191,2202,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,Government,19,"Management of Licences and Permits",8,MF,78,ApG,9,COOL:Gen,7,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21078,Communication,Telecommunications,"Data Warehouse",Enhancement,Multi,4GL,Oracle,107,349,320,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Data Warehouse",10,Multi,281,4GL,61,Oracle,12,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21107,Government,Government,"Financial transaction process/accounting",Enhancement,Multi,3GL,PL/I,335,19706,19706,15,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,Government,19,"Financial transaction process/accounting",187,Multi,281,3GL,330,PL/I,16,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
21114,Communication,Telecommunications,"Financial application area",Enhancement,Multi,3GL,Java,33,175,175,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial application area",12,Multi,281,3GL,330,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
21151,Communication,Communications,"relatively complex application",Enhancement,Multi,3GL,Java,213,6391,6391,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"relatively complex application",13,Multi,281,3GL,330,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
21180,"Electronics & Computers",Electronics,Trading,"New Development",PC,3GL,"Visual Basic",235,781,781,-1,"Oracle 8i","Waterfall (incl Linear Processing & SSADM)",-1,"Electronics & Computers",4,Electronics,1,Trading,2,PC,23,3GL,330,"Visual Basic",19,"Oracle 8i",1,"Waterfall (incl Linear Processing & SSADM)",380
21195,Communication,Telecommunications,"Stock control & order processing",Enhancement,Multi,3GL,Java,130,2029,1664,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Stock control & order processing",8,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
